menu_start_game_0|Welcome to Viking Conquest.
menu_event_22_juicio|Przed tobą zostaje postawiona pozornie prosta sprawa. Wczoraj oskarżony człowiek włamał sie do domu ofiary i ukradł z niego kosztowności. Wiele osób go widziało ,a skradzione rzeczy zostały znalezione w jego domu. Ofiara jest wpływowym zwolennikiem poprzedniego władcy, była również radnym o wątpliwej lojalności. Oskarżony natomiast jest jednym z twych największych zwolenników, przekazał dużą sumę pieniędzy by wspomóc twoją w sprawę.
mno_choice_22_1n|Udziel jej pomocy finansowej i poślij po kapłana.
mno_choice_22_2n|Nic nie rób. To nie twój problem.
mno_choice_22_3n|Pech chciał, że nie masz na to pieniędzy.
menu_event_juicio_end|Przed tobą zostaje postawiona pozornie prosta sprawa. Wczoraj oskarżony człowiek włamał sie do domu ofiary i ukradł z niego kosztowności. Wiele osób go widziało ,a skradzione rzeczy zostały znalezione w jego domu. Ofiara jest wpływowym zwolennikiem poprzedniego władcy, była również radnym o wątpliwej lojalności. Oskarżony natomiast jest jednym z twych największych zwolenników, przekazał dużą sumę pieniędzy by wspomóc twoją w sprawę.
mno_choice_end_1n|Ignoring the evidence, you settle in your man's favor, essentially implying that he was acting on your orders.
mno_choice_end_2n|The evidence is clear, the jury agrees, and the accused is found guilty and has his hands cut off for theft!
mno_choice_end_3n|You claim both parties are in the wrong. You exile them and confiscate all material pertaining to the case.
menu_riots_01|Twoje relacje z {s4} są bardzo złe. Gdy idziesz ulicami ludzie patrzą na ciebie z nienawiścią i pokazują obraźliwe gesty za twoimi plecami. Gdy wychodzisz z za rogu jesteś bezpieczny -- dopiero potem ludzie zaczynają się gromadzić. Ordynarni mieszkańcy zmęczeni twoimi rządami zacznają cie obrażać. W końcu któryś znajduje w sobie dość odwagi by chwycić za nóz i cię zaatakować.
mno_deffend_y|Broń się.
menu_riots_02|Grupa twoich wojowników przechadza się ulicami, gdzie zostaje napadnięta i zabita przez wściekły tłum który obrażał twe imię i i wini cię za wszystkie swoje nieszczęścia. Powinieneś poprawić swoje stosunki z {s4} tak szybko jak to możliwe.
mno_deffend_01|Rozkaż swoim ludziom zabić sprawców i przejmij ich majątki.
mno_deffend_02|Nie rządze przy pomocy strachu. Mam lepsze sposoby.
mno_deffend_03|Wybij ludność w mieście i zaludnij je na nowo by uczynić je bardziej lojalnym.
menu_random_normal_events|Wydarzenie
menu_random_normal_events2|Wydarzenie
menu_event_01_normal|Pewnego mroźnego poranka słyszysz tętent kopyt galopującego konia, gdy wychodzisz na zewnątrz widzisz zmachanego strażnika. Mówi ci, że dziwny statek mający na pokładzie ludzi posługujących się różnymi językami rozbił się na pobliskim wybrzeżu. Co robisz??
mno_choice_01_1o|Send warriors to search for valuables. If there are any survivors, kill them.
mno_choice_01_2o|Send a warband to investigate. If there are any survivors, recruit them.
mno_choice_01_3o|Do nothing.
menu_event_02_normal|{s4}
mno_choice_11_msg|Kontunuuj.
menu_event_03_normal|Słyszysz skąponowaną przez barda pieść opiewającą twoje szlachetne czyny.
mno_choice_03_1no|Excellent news!
mno_choice_03_2no|Reward him with 300 penings. Let this song be played across the land.
menu_event_04_normal|Opowieści o twym sukcesie obiegły całą krainę. Gdziekolwiek jesteś oblegają cię żebracy
mno_choice_04_1no|Allocate 200 penings to an alms fund.
mno_choice_04_2no|Ignore them.
mno_choice_04_3no|Beggars huh? Release the hounds!
menu_event_05_normal|Młody szlachcic rozsiewa fałszywe plotki o twojej matce. Oskarża ją o to, że trudni się najstarszym zawodem świata
mno_choice_05_1no|I challenge him to a duel!
mno_choice_05_2no|It's just talk.
menu_event_06_normal|Spotykasz żonę jednego ze swoich żołnierzy. Prosi cię byś zwolnił jej męża ze służby. Zbiory w tym roku były bardzo słabe, a pieniędzy ze sprzedaży nie wystarczy by wyżywić całą rodzinę. Gdyby wrócił i pomógł przy pracy w polu mieliby szansę przetrwać.
mno_choice_06_1no|This can't be! Here, take 200 penings.
mno_choice_06_2no|You release her husband from his duties.
menu_event_07_normal|Lokalny goduła rozsiewa fałszywe plotki o tobie. Większość z tych historii to czysty nonsens, ale ktoś prędzej czy później może w to uwierzyć.
mno_choice_07_1no|Let him say what he wants. Every man has his rights.
mno_choice_07_2no|Ask him to stop. 100 penings might help.
mno_choice_07_3no|Silence him permanently.
menu_event_08_normal|Podróżując przez las dostrzegasz dzikiego zająca który wpadł w pułapkę. Co robisz?
mno_choice_08_1|Free the animal.
mno_choice_08_2|Clench the snare and kill the animal!
mno_choice_08_3|Pass by the animal and ignore it.
menu_event_09_normal|Otrzymujesz wieści, że grupa weteranów pragnie do ciebie dołączyć. Będziesz musiał im jednak zapłacić więcej niż innym żołnierzom.
mno_choice_9_1|They are welcome.
mno_choice_9_2|I do not need more troops.
mno_choice_9_3|Kill them. Surely they will yield some good loot.
menu_event_10_normal|Otrzymujesz wieści, że grupa kobiet pragnie do ciebie dołączyć.
mno_choice_10_1no|They are welcome.
mno_choice_10_2no|I do not need more mouths to feed.
menu_event_11_normal|Otrzymujesz wieści, że grupa ulicznych muzyków pragnie do ciebie dołączyć.
mno_choice_11_1no|They are welcome.
mno_choice_11_2no|I do not need more troops.
menu_event_12_normal|Widzisz przed sobą dziwny krąg.
mno_choice_12_1|Tell to your men that the crane symbolizes victory!
mno_choice_12_2|Ignore it.
mno_choice_12_3|Tell them that the cranes warn of bad fortune, but you have faith in them!
menu_event_13_normal|Miejscowy rolnik staje ci na drodze razem z płaczącą dziewczyną. Wskazuje palecem jednego z twoich ludzi, twierdząc, że zgwałcił jego córkę i musi zostać ukarany.
mno_choice_13_1|Powiedz swoim ludziom, że ten krąg symbolizuje zwycięstwo!
mno_choice_13_3|Powiedz swoim ludziom, że ten krąg zwiastuje coś złego, ale że w to nie wierzysz!
menu_event_14_normal|Po paru godzinach, gdy twoja armia odpoczywa w wiosce przychodzi do ciebie żona kapłana (sama) podczas gdy jej mąz jest gdzieś daleko.
mno_choice_14_1|Nie będziesz tolerować nieprzyzwoitości wśród swoich ludzi! Naznacz go i wyrzuć ze swej drużyny.
mno_choice_14_3|Świat jest okrutny! Człowiek musi robić wszystko co konieczne by przetrwać.
menu_event_15_normal|Twoja sława i popularność sprawia, że młodzi Normanowie dołączają by wspomóc twoją sprawę.
mno_choice_15_1|Accept them.
mno_choice_15_2|I don't need more men.
menu_event_16_normal|Zauważasz na drodze biedaka. Wygląda na wykończonego. Wysyłasz jednego ze swoich ludzi by zapytał czemu jest tu sam. Mówi, że został obrabowany przez bandytów i jeśli szybko nie dostanie pieniędzy umrze z głodu. Mówi, służył w wojsku i był lojalnym wojownikiem.
mno_choice_16_1|Life's not fair. Give him nothing.
mno_choice_16_2|Give him money only to eat a day (10 penings).
mno_choice_16_4|Give him money for several days (200 penings).
mno_choice_16_5|Pay him and suggest he join your army.
menu_event_17_normal|Do twojego obozu zbliża się grupa bandytów. Gdy twoi ludzie zastępują im drogę odkładają broń i mówią, że przychodzą w pokoju. Ich przywódca pyta czy mogą do ciebie dołączyć? 
mno_choice_17_1|Of course! My party always welcomes bloodthirsty men!
mno_choice_17_2|I'm sorry, we have no room for your kind!
mno_choice_17_3|Prove yourselves worthy by raiding a village and bringing me the chief's head!
mno_choice_17_4|Kill them all!
menu_event_18_normal|Napotykasz grób zapomnianego wodza.
mno_choice_18_1|Zgódź się.
mno_choice_18_2|Leave the place.
mno_choice_18_3|Odmów.
menu_event_19_normal|Napotykasz na niestrzeżone bydło blisko wioski
mno_choice_19_1|Return the animals to the village and ask for no reward.
mno_choice_19_2|I will return the animals -- and demand a reward.
menu_season_change|{s1}
menu_troop_camp|Rozstaw mały obóz jeśli chcesz tu zaczekać.
mno_station_troops|Odwiedź swoich żołnierzy.
menu_player_trait|Stajesz się od teraz doświadczonym wojownikiem i dowódcą'{s3}'. Możesz w tym miejscu poprawić swoje umiejętności wykorzystywane na polu bitwy.^^(Użyj przycisku T by to zrobić.)
menu_start_beda_final|Koniec
menu_ship_capture|Możesz przejąć jeden z okrętów wroga. Jest to {s2}. {s1}' jest w złym stanie w wyniku uszkodzeń . Chcesz dodać okręt do swojej floty?
mno_capture|Dodaj okręt do swojej floty.
menu_sandboxmode_ok|Włączyć tryb piaskownicy?
menu_start_sea_travel|Rozpoczynasz podróż morską
menu_mutiny_start|The morale of some troops is low. They start a mutiny.
menu_mutiny_end|After the mutiny the situation calmed down.
menu_print_ships|Your ships with ship type, name, quality and wood type: ^{s10}
menu_work_start|Before long, your limbs are tired of the monotonous work, but as agreed you work for an entire day on.
menu_work_end|Content you look back on a day of honest labour. But looking at your wages you think that a life of honest labour seems to be meager.
menu_landing_point_encounter_as_marshal|You are currently marshal and attempt to disembark. {s1} {s2} ^^Do you want to disembark now or wait?
mno_disembark_yes|Disembark.
menu_landet_ships_encounter_as_marshal|You are currently marshal and attempt to embark. {s1} {s2} ^^Do you want to embark now or wait?
mno_reembark_yes|Embark.
menu_recruit_volunteers_town|{s18}
